,gpr,score
PPCK,A0A809N810,1.505149978319906
PPNCL2,A0A7S7FPG2,1.505149978319906
PRAIi,A0A7S7FMM3,1.1790938319498148
PRAIS_1,A0A7S7JHQ3,1.5410415075207304
PRAMPC_1,A0A7S7FP62 or A0A7S7FP18,1.2163740518176605
PRASCSi,C7TDL4,1.505149978319906
PRATPP,A0A7S7FLX1 or A0A7S7FLT8,1.4791523329216205
PRFGS_1,A0A7S7JHH4 or A0A809MYR1 or A0A7S7FPW1,1.505149978319906
PRMICI,A0A7S7FP62,1.1502828294109286
PRPPS,A0A7S7FSI8 or A0A7S7FR25,1.505149978319906
PTAr,A0A7S7FN73,1.539370589011777
PUNP2,A0A7S7FM74,1.505149978319906
PUNP4,,0
PUNP6,A0A7S7JH44 or C7TCL3,1.5233948183483088
PUNP7,A0A7S7FM74,1.505149978319906
PYDAMK,A0A7S7JFL9,1.505149978319906
PYDXK,A0A7S7JFL9,1.505149978319906
PYDXNK,A0A7S7JFL9,1.505149978319906
PYK,A0A7S7FP24 or A0A7S7FP24,1.9425842400997952
PYROX_1,A0A7S7FPX0 or A0A809MZW5,1.6345106954267983
RBFK,A0A7S7FQC6,1.505149978319906
RBK,A0A7S7FN46,1.505149978319906
RBP4E,A0A809ND60,0
RHCCE,,0
RMI,A0A7S7JIB2,0
RMK,A0A809N4Q6,0
RMPA,A0A809N446 or A0A809N6F9 or A0A809N6M5,1.6909894674629764
RNTR1,A0A7S7FRJ6,1.505149978319906
RNTR2,A0A7S7FRJ6,1.505149978319906
RNTR3,A0A7S7FRJ6,1.505149978319906
RNTR4,A0A7S7FRJ6,1.505149978319906
RPE,A0A7S7FNA1,0
RPI,,0
SBTPD,A0A7S7FM87,1.505149978319906
SERAT,A0A809N9J0,1.505149978319906
TALA,A0A809N4L3 or A0A7S7FR68 or A0A7S7JGI6,1.6117773482688218
TDPDRE,A0A830Q887 or C7TE91 or A0A7S7FR09,1.6924682886368543
TDPDRR_1,A0A7S7FQ18,1.7677119450623178
TDPGDH,A0A7S7JH44 or C7TCL3,1.5233948183483088
TKT1,C7T963 or A0A809NE61,1.0524160520312253
TMDK1,A0A7S7FNM9,1.505149978319906
TMDPK,A0A7S7JHD9,1.505149978319906
TMDS,A0A7S7JHA8,1.505149978319906
TMPPP,A0A7S7JGC7 or A0A7S7JGN9,1.5757363144037497
TPI,A0A809N6I5,1.2921028178605274
TRPS1,A0A7S7FLX1 or A0A7S7FLT8,1.4791523329216205
TRPS3,A0A7S7FLX1 or A0A7S7FLT8,1.4791523329216205
TRPTA,A0A7S7FP03 or A0A7S7JHC6,1.4049673135334966
TYRTA,A0A7S7JGB5 or A0A7S7FP03 or A0A7S7JHC6,1.5108659098282429
UAGCVT,A0A7S7FQV6,1.510010558583549
UAGDP,A0A809NCK5,1.1453379600064375
UAPGR,A0A7S7FRP6,0
UDCPDP,A0A7S7JFT8,1.505149978319906
UDCPDPS,A0A809MYX0,1.505149978319906
UDPG4E,A0A7S7FMR8,1.505149978319906
UMPK,A0A7S7FPD0,1.5794151438601365
UPPRT,A0A7S7FLX1 or A0A7S7FLT8 or A0A7S7JH44 or C7TCL3,1.5233948183483088
URIK3,A0A7S7FPJ0,1.505149978319906
VALTA,A0A7S7FQY2,1.6042188513184428
3OAS100,A0A7S7FQ84 or A0A809N6Z5,1.5573446901613437
3OAS10M11,A0A809N6Z5 and A0A7S7FQ84,0.9798621261640444
3OAS10M12,A0A809N6Z5 and A0A7S7FQ84,0.9798621261640444
3OAS11M12,A0A809N6Z5 and A0A7S7FQ84,0.9798621261640444
3OAS12M13,A0A809N6Z5 and A0A7S7FQ84,0.9798621261640444
3OAS12M14,A0A809N6Z5 and A0A7S7FQ84,0.9798621261640444
3OAS13M14,A0A809N6Z5 and A0A7S7FQ84,0.9798621261640444
3OAS160,A0A809N6Z5 and A0A7S7FQ84,0.9798621261640444
3OAS180,A0A809N6Z5 and A0A7S7FQ84,0.9798621261640444
3OAS2M3,A0A809N6Z5 and A0A7S7FQ84,0.9798621261640444
3OAS3M4,A0A809N6Z5 and A0A7S7FQ84,0.9798621261640444
3OAS4M3O6,A0A809N6Z5 and A0A7S7FQ84,0.9798621261640444
3OAS4M5,A0A809N6Z5 and A0A7S7FQ84,0.9798621261640444
3OAS4M6,A0A809N6Z5 and A0A7S7FQ84,0.9798621261640444
3OAS5M6,A0A809N6Z5 and A0A7S7FQ84,0.9798621261640444
3OAS60,A0A809N6Z5 and A0A7S7FQ84,0.9798621261640444
3OAS6M7,A0A809N6Z5 and A0A7S7FQ84,0.9798621261640444
3OAS6M8,A0A809N6Z5 and A0A7S7FQ84,0.9798621261640444
3OAS7M8,A0A809N6Z5 and A0A7S7FQ84,0.9798621261640444
3OAS8M10,A0A809N6Z5 and A0A7S7FQ84,0.9798621261640444
3OAS8M9,A0A809N6Z5 and A0A7S7FQ84,0.9798621261640444
3OAS9M10,A0A809N6Z5 and A0A7S7FQ84,0.9798621261640444
ABFPT,A0A809MYP6,1.2868935601917846
ACCOACL,A0A7S7FQ66 and A0A7S7FR47,1.505149978319906
ACGALpts,A0A809N2I5 and A0A809MT98 and A0A7S7FMC1 and A0A809N6G5,1.4599132913251525
ACLS,A0A7S7FQU8,1.505149978319906
ACLS_a,A0A7S7FNU3 and A0A7S7FPQ2,1.505149978319906
ACOATA,A0A809N6Z5 and A0A7S7FQ84,0.9798621261640444
ACYP_2,A0A7S7JHH6,1.505149978319906
ADPT2,A0A7S7FQ70,1.5791921133395503
AIRC2,A0A7S7JH44 or C7TCL3,1.5233948183483088
AIRC3,A0A7S7FPP8,1.4157687117982112
ALATA_L,A0A7S7FQY2,1.6042188513184428
ALATRS_1,C7TAL9,1.505149978319906
ALCD25xim,A0A7S7JHQ5,1.4809589695410863
ARGabc,A0A7S7JH75 or A0A809N8T4 or A0A7S7FLY3,1.505149978319906
ARGTRS_1,A0A7S7FQN3,1.505149978319906
ASADH,A0A7S7FLV0,1.505149978319906
ASCBpts,(A0A7S7FPS9 and A0A7S7FNY9 and A0A809NDK7) or (A0A7S7JFD8 and A0A7S7FN44 and A0A809N4B1 and A0A809N2G4 and A0A7S7JFS8),1.505149978319906
ASNTRS_1,A0A7S7JHA5,1.5729054522285957
ASPabc,(A0A809MZE9 and A0A809N8H8 and A0A7S7FQ24) or (A0A809MZE9 and A0A809N288 and A0A7S7FQ24),1.6470851890767135
ASPR,A0A7S7FM57,1.505149978319906
ASPTRS_1,A0A7S7FQ96,1.505149978319906
ATPM,C7T963 or A0A809NE61,1.0524160520312253
ATPPRT,A0A7S7FPX5,0.8858238684654328
BFBP,A0A7S7FR31,1.505149978319906
BTMAT1,A0A809NFD8,1.7629680909379797
BTNCLi,,0
CHLabc,A0A7S7JG58 and A0A7S7FLZ3 and A0A7S7JG81 and A0A830QBX4,1.505149978319906
CHOLD,A0A7S7FNT5,1.8380696774218905
CLB6PH,A0A7S7JH44 or C7TCL3,1.5233948183483088
CLPNS_Lgg,A0A7S7FLX1 or A0A7S7FLT8,1.4791523329216205
CPPPGO,A0A7S7FPH2,1.505149978319906
CYSS_2,A0A7S7FMR4,1.5208798205411664
CYSTRS_1,A0A7S7FQK1,1.505149978319906
CYTB_B2,(A0A830Q8B2 and A0A830Q8Q8 and A0A809N0Y2 and A0A7S7JHT8) or (A0A809N4Y6 and A0A7S7FQC0 and A0A809N0Y2 and A0A7S7JHT8),0
DADK_2,A0A7S7JI47,1.7237888240033108
DATCY,A0A7S7FPJ0,1.505149978319906
DDMAT5,A0A809NFD8,1.7629680909379797
DEMAT4,A0A809NFD8,1.7629680909379797
DGGH,A0A7S7JH44 or C7TCL3,1.5233948183483088
DHAt,A0A7S7FNJ5 or A0A809MYY2 or C7T9S4 or A0A7S7FQP3,1.505149978319906
DHORD_NAD,A0A7S7FP73,1.505149978319906
DRPA,A0A7S7FMB0,1.505149978319906
FGFT,A0A7S7JGM4,1.505149978319906
FPGPL,C7T963 or A0A809NE61,1.0524160520312253
G3PACT,A0A7S7FP50,1.505149978319906
G3PAT120,A0A7S7FP22 and A0A7S7FPF3,1.5192993145019327
G3PAT140,A0A7S7FP22 and A0A7S7FPF3,1.5192993145019327
G3PAT141,A0A7S7FP22 and A0A7S7FPF3,1.5192993145019327
G3PAT160,A0A7S7FP22 and A0A7S7FPF3,1.5192993145019327
G3PAT161,A0A7S7FP22 and A0A7S7FPF3,1.5192993145019327
G3PAT180,A0A7S7FP22 and A0A7S7FPF3,1.5192993145019327
G3PAT181,A0A7S7FP22 and A0A7S7FPF3,1.5192993145019327
G3PO,C7TA95,1.505149978319906
G5SD,A0A7S7FQR9,1.505149978319906
GAL6PI,A0A7S7FNR8 and A0A7S7FMU0,1.1716579542255476
GLCNBHc,A0A345U5N6 and A0A809N4D5,0
GLCTNBpts,A0A809MT98 and A0A7S7FMC1 and A0A809N6G5,1.4599132913251525
GLNTRAT,A0A7S7JH44 or C7TCL3,1.5233948183483088
GLUDxi,C7T8V4,0
GLUTRS_Gln,A0A7S7JI10,1.602261740258775
GLYCL,A0A7S7FLX1 or A0A7S7FLT8,1.4791523329216205
GLYCLTDx,A0A809MST9 and A0A809MST9,1.505149978319906
GLYCLTDy,A0A809MST9 and A0A809MST9,1.505149978319906
GLYCTO1p,A0A809NDR6,0
GLYTRS_1,A0A7S7JH44 or C7TCL3,1.5233948183483088
GTHOr,A0A7S7FR59,1.505149978319906
GTHPi,A0A7S7JGQ8,1.505149978319906
GTHS,A0A7S7FNS0,1.505149978319906
GUAD,A0A7S7FPE8,1.505149978319906
HBUHL1,A0A7S7JH44 or C7TCL3,1.5233948183483088
HBUR1,A0A7S7FQ85,1.612784227378077
HDDHL5,A0A7S7JH44 or C7TCL3,1.5233948183483088
HDDR5,A0A7S7FQ85,1.612784227378077
HDEHL4,A0A7S7JH44 or C7TCL3,1.5233948183483088
HDER4,A0A7S7FQ85,1.612784227378077
HDMAT7,A0A809NFD8,1.7629680909379797
HEMAT2,A0A809NFD8,1.7629680909379797
HEXSabc,A0A7S7FPR4 and A0A7S7FPR4,0
HHDHL7,A0A7S7JH44 or C7TCL3,1.5233948183483088
HHDR7,A0A7S7FQ85,1.612784227378077
HHYHL2,A0A7S7JH44 or C7TCL3,1.5233948183483088
HHYR2,A0A7S7FQ85,1.612784227378077
HISTRS_1,A0A7S7JHL9,1.505149978319906
HOCHL3,A0A7S7JH44 or C7TCL3,1.5233948183483088
HOCR3,A0A7S7FQ85,1.612784227378077
HODHL8,A0A7S7JH44 or C7TCL3,1.5233948183483088
HODR8,A0A7S7FQ85,1.612784227378077
HP,A0A7S7JG37,1.505149978319906
HPROa,A0A7S7FQM7,1.505149978319906
HPROb,A0A7S7FQM7,1.505149978319906
HTDHL6,A0A7S7JH44 or C7TCL3,1.5233948183483088
HTDR6,A0A7S7FQ85,1.612784227378077
ILETRS_1,,0
ISETACabc,A0A7S7FPR4 and A0A7S7FPR4,0
kaasIII,A0A7S7JHU3,1.7383119191891145
KG6PDC,A0A809N1V7,0
KGLACPR,A0A7S7FQ85,1.612784227378077
KPIMR,A0A7S7FQ85,1.612784227378077
LALDO3,C7T963 or A0A809NE61,1.0524160520312253
LEUTRS_1,,0
LHISO,A0A7S7JGA2,1.2890245296432212
LHIST,A0A7S7JGA2,1.2890245296432212
LIPATPT,A0A7S7JHD5,1.505149978319906
LO,A0A7S7FNJ5 or A0A809MYY2 or C7T9S4 or A0A7S7FQP3,1.505149978319906
LPGS_Lgg,A0A7S7JH44 or C7TCL3,1.5233948183483088
LYSTRS_1,A0A7S7JHD6,1.505149978319906
MAL6PG,A0A809NHU0,0
MALTATr,A0A7S7JG71,1.443679251381428
MCMAT8,A0A809NCX4,1.7141951168401097
METTRS_1,A0A7S7JI81,1.6475204668211896
MLTP4,A0A7S7JGT1 and A0A7S7JGT1,1.463833000528144
MPAKI,A0A7S7FM96,1.5240464679546002
MS,A0A7S7FMP5,1.505149978319906
NADH4,A0A7S7JH44 or C7TCL3,1.5233948183483088
NADHPO,A0A809N4Y2,1.5961492267111397
NMNATn,A0A7S7FPK8,1.505149978319906
NMNR,A0A7S7FNJ5 or A0A809MYY2 or C7T9S4 or A0A7S7FQP3,1.505149978319906
NOX,,0
NTD10pp,A0A7S7FNJ5 or A0A809MYY2 or C7T9S4 or A0A7S7FQP3,1.505149978319906
OCDMAT8,A0A809NFD8,1.7629680909379797
OCMAT3,A0A809NFD8,1.7629680909379797
Octadecenoyl_isomerase,,0
OGMEACPD,A0A7S7JH44 or C7TCL3,1.5233948183483088
OPMEACPD,A0A7S7JH44 or C7TCL3,1.5233948183483088
ORNt2,A0A7S7FNJ5 or A0A809MYY2 or C7T9S4 or A0A7S7FQP3,1.505149978319906
PDH,A0A7S7FLX1 or A0A7S7FLT8,1.4791523329216205
PGMT_B,A0A7S7JIG3,1.2318810546021577
PGPP_Lgg,A0A809N880,1.3106691758294051
PGSA_Lgg,A0A7S7JFU3,1.605713935415867
PHCYT_Lgg,A0A7S7FPF7,1.505149978319906
PHETRS_1,A0A7S7JH44 or C7TCL3,1.5233948183483088
PKETX,A0A809N3X6,1.5227324321082578
PRAGSr,A0A7S7FPP2,1.505149978319906
PROTRS_1,A0A7S7FPJ5,1.5909219105301937
PTRCabc,A0A7S7FP88 and A0A7S7FNA4,1.4369054792238012
PYAM5PO,C7TBJ2,1.3629799625919454
PYK2,A0A7S7FP24,1.9425842400997952
PYK3,A0A7S7FP24,1.9425842400997952
PYK4,A0A7S7FP24,1.9425842400997952
PYK5,A0A7S7FP24,1.9425842400997952
r0051,A0A7S7JH44 or C7TCL3,1.5233948183483088
R01706,A0A7S7FQF3,1.505149978319906
R01902,A0A809N4Q6,0
R02081,A0A7S7FQR4,1.5964814939145833
R02133,,0
R02135,A0A809N8S0,1.505149978319906
R02241,A0A809N527,1.505149978319906
R02806,A0A7S7JH44 or C7TCL3,1.5233948183483088
R02813,A0A7S7FNG9,1.4098761839817304
R02814,A0A7S7FQF3,1.505149978319906
R04014,A0A7S7FQF3,1.505149978319906
R04241,A0A809MZN0,1.505149978319906
r0514,A0A809MX68,1.505149978319906
r0680,A0A7S7FPY1,1.505149978319906
R07145_V1,A0A809ND91,0
R08159,A0A7S7FQF3,1.505149978319906
R08162,A0A7S7FQF3,1.505149978319906
R08163,A0A7S7FQF3,1.505149978319906
R08503,A0A7S7FM42,0
R08603,A0A7S7FMX4,0
R08880,A0A809MSW3,1.505149978319906
R09381,A0A809N527,1.505149978319906
R10267,A0A7S7JGW3,1.505149978319906
R10268,A0A7S7JGW3,1.505149978319906
R10463,A0A809MX97,1.505149978319906
R11633,A0A7S7JF88,1.65632486605529
R11634,A0A7S7JF88,1.65632486605529
R11635,A0A7S7JF88,1.65632486605529
R12240,A0A809MY56,1.505149978319906
RIBt2,A0A809N328,1.505149978319906
RMNt,A0A809NHS1,0
SBTD_D2,A0A809ND91,0
SBTt2,A0A809N559,1.505149978319906
SERTRS_1,A0A7S7FQ03,1.505149978319906
SPMDabc,A0A7S7FP88 and A0A7S7JGV9 and A0A7S7FNA4 and A0A809MWI1,1.4369054792238012
T_diff_S_Lactaldehyde,,0
T_PEP_L_Sorbose,A0A7S7FPR6 and A0A7S7FPV5 and A0A7S7FR66,1.4116901011670464
T_PEP_Sorbitol,A0A809N1U3 and A0A7S7FR67 and A0A7S7FRB0 and A0A809N0C3,0
T_PEP_Tagatose,A0A7S7FPR6 and A0A7S7FPV5 and A0A7S7FR66,1.4116901011670464
T_PEP_Trehalose,A0A7S7FPR6 and A0A7S7FPV5 and A0A7S7FR66,1.4116901011670464
T_sym_Salicyl_alcohol,,0
T_uni_Autoinducer_2,A0A7S7FNJ5 or A0A809MYY2 or C7T9S4 or A0A7S7FQP3,1.505149978319906
TDMAT6,A0A809NFD8,1.7629680909379797
THFGLUS_1,A0A809MZN0,1.505149978319906
THRA_1,A0A7S7FNK1,1.6163828871151962
THRAL,,0
THRS_1,A0A7S7FRB1,1.560586151296667
THRTRS_1,A0A809N822,1.5528245074689309
TMDPP,A0A7S7FQC7,1.505149978319906
TPRDCOAS,A0A7S7FPU6,1.505149978319906
TRDR,A0A7S7FP57,1.6030672155902448
TRPS2,A0A7S7FLT8 and A0A7S7FLX1,1.4687364590124588
TRPTRS_1,A0A7S7JI48,1.505149978319906
TSULt,A0A7S7JH44 or C7TCL3,1.5233948183483088
TYRTRS_1,A0A7S7JGT7,1.505149978319906
TZ4900064,(A0A830Q8B2 and A0A830Q8Q8 and A0A809N0Y2 and A0A7S7JHT8) or (A0A809N4Y6 and A0A7S7FQC0 and A0A809N0Y2 and A0A7S7JHT8),0
UGT1_Lgg,A0A809MY70,1.6529379709641412
VALTRS_1,A0A809MZB4,0
X5PL3E,A0A7S7FNA1 or A0A809N4V9,0
ACBIPGT,,0
ADCL,,0
ADCPS2,,0
ADCS,,0
AUNOR,,0
CBIabc,,0
CHORS,,0
COCHL,,0
CYRDAR2,,0
CYTDt,,0
DB4PS,,0
DHAD1,,0
DHPPDA2,,0
DLDLBT,,0
FRUt2,,0
G5SADs,,0
GLUKA,,0
GLUT_FOL_1,,0
GLUT_FOL_2,,0
GLUT_FOL_3,,0
GLUT_FOL_4,,0
GLUT_FOL_5,,0
GLUT_FOL_6,,0
GUAt,,0
IAA_I3A,,0
IND3ACt2r,,0
IND3ETHt,,0
IPPMIb,,0
IPPS,,0
KARA4,,0
MOHMT,,0
NNDMBRT,,0
OCBT,,0
PANTS,,0
PC11M,,0
PC17M,,0
PC20M,,0
PC6AR,,0
PC6YM,,0
PC8XM,,0
PHLACHt,,0
PPBNGD,,0
PPND,,0
PSCVT,,0
PUNP5,,0
R00764,,0
R01078,,0
R05217,,0
R05219,,0
R05224,,0
R05225,,0
R10088,,0
R11099,,0
R11100,,0
R11636,,0
R12933,,0
R12934,,0
R13363,A0A809MXA9,1.3307938067544633
RIBFS,,0
RZ5PP,,0
SHKK,,0
THRPDC,,0
THYMt,,0
TKT2,,0
TMPK,,0
tNCAM,,0
TRANS-RXN-57,,0
TRANS-RXN197R-8,,0
UPP3MT,,0
XYLK,,0
ALCD26xi,,0
ALDD20x,,0
EX_ac_e,,0
FOLt,,0
O2t,,0
PYDXtr,,0
SUCCt2r,,0
PNTOt2,,0
BTNabc,,0
CD2abc1,A0A7S7FML3,0.9576824141543044
COBALTt5,,0
CSNt2,A0A7S7FNV4,1.4366930004586151
CYRDAAT,,0
DALAt2r,,0
FE2abc,A0A7S7FPS8,1.505149978319906
FUCt,A0A809NAT7,0
GALpts,A0A7S7JGK8,1.360663424893033
GLCabc,,0
GLCpts,A0A7S7FR66,1.4116901011670464
GLYASNabc,A0A7S7FQ30 or A0A7S7JHF6 or A0A809NF61 or A0A7S7JHK9 or A0A7S7JGR7 or A0A809N3K1 or A0A7S7FMA0 or A0A809MW03 or A0A7S7FR54 or A0A7S7FPK3 or A0A809NEN4 or A0A809N0G2 or C7TD59 or A0A345U3A4 or A0A7S7FQG2 or A0A7S7FPX9,1.8670086770129
GLYASPabc,A0A7S7FQ30 or A0A7S7JHF6 or A0A809NF61 or A0A7S7JHK9 or A0A7S7JGR7 or A0A809N3K1 or A0A7S7FMA0 or A0A809MW03 or A0A7S7FR54 or A0A7S7FPK3 or A0A809NEN4 or A0A809N0G2 or C7TD59 or A0A345U3A4 or A0A7S7FQG2 or A0A7S7FPX9,1.8670086770129
GLYt2r,A0A809N6R1,1.5062004711419603
ILEt2r,,0
INSTt2r,,0
LEUt2r,,0
LYSt2r,,0
MANpts,A0A809NDN5 or A0A7S7JHP5 or A0A809MWG4 or A0A809MUE7,1.1433729817322988
METabc,,0
MNt2,A0A7S7FQQ3,1.505149978319906
PROabc,,0
RIBFLVt2,A0A809N830,1.4719976308068694
SERt2r,A0A809N6R1,1.5062004711419603
SUCBZS,A0A7S7FNC3,1.00993400794717
THMt3,A0A7S7FNV4,1.4366930004586151
VALt2r,,0
XANt2,,0
ZNabc,A0A7S7JGB3 and A0A7S7FQN0,1.4557089078390013
2OXOGLUTARATEDEH-RXN,A0A7S7FNU3 and A0A7S7FPQ2,1.505149978319906
ARGSL,A0A7S7FRC8,1.358481164739247
EPMGH,A0A809MVM9,1.3234083225864772
FBA3,A0A7S7JGE9,1.1526913271967587
FBAh,A0A809MSQ9,0.9131130885048455
FMNRx2,,0
G5SD2,A0A7S7FQR9,1.505149978319906
G6PDH2r,,0
GALIGH,A0A809MVM9,1.3234083225864772
GDTP,A0A7S7FR45,1.505149978319906
GGLGH,A0A809MVM9,1.3234083225864772
GLU5K,A0A7S7FRN1,1.3232768106323705
GMPS,A0A7S7FQV2,1.7082476597535399
GPSA,A0A7S7FN98,1.531789700500981
HSDxi,A0A7S7FQA4,0
IMPD,A0A7S7FMW0,1.7061874948943023
L-ASPARTATE-OXID-MONOMER,WP_033572214.1,0
LTHRK,A0A7Y7QI43,0
NAMNPP,A0A809N5Z8 or A0A7S7FR97,1.5890434838266998
NDPK2,A0A7S7JFQ7,1.505149978319906
NDPK5,A0A7S7JFQ7,1.505149978319906
NDPK7,A0A7S7JFQ7,1.505149978319906
NDPK8,A0A7S7JFQ7,1.505149978319906
NNATr,CAR87631,0
NTD6,,0
NTD8,,0
PRO1x,A0A7S7FQM7,1.505149978319906
R02110,A0A809NAH7,1.5720174681756847
R02112,C7TB46,1.505149978319906
R02421,A0A7S7JHN6,1.505149978319906
R10147,A0A7S7FMR0,1.505149978319906
RXN-15131,A0A809MXA9,1.3307938067544633
SKDH,A0A7S7FMQ3 or A0A809N496,1.505149978319906
ADPRDP,A0A7S7FLX1 or A0A7S7FLT8,1.4791523329216205
INDPYRD,A0A7S7FMK2,1.356624766154324
LEUTA,A0A7S7FQY2,1.6042188513184428
metacyc_RXNDQC-2,,0
MMSAD1,A0A7S7FM91,1.1007452130916904
MTHFCx,A0A7S7FPK2,1.505149978319906
MTHFD,A0A7S7FPK2,1.505149978319906
ADEt2,A0A7S7FLY0,1.505149978319906
CBL1abc,A0A809N9X2,1.505149978319906
CITt2r,A0A809MZY6,1.373041036725803
CRNabc,A0A7S7JG58 and A0A7S7FLZ3 and A0A7S7JG81 and A0A830QBX4,1.505149978319906
CYSabc,(A0A7S7FPS9 and A0A7S7FNY9 and A0A809NDK7) or (A0A7S7JFD8 and A0A7S7FN44 and A0A809N4B1 and A0A809N2G4 and A0A7S7JFS8),1.505149978319906
DADNt4,A0A7S7FNN2,1.505149978319906
DCYTt,A0A7S7FNN2,1.505149978319906
DGSNt,A0A7S7FNN2,1.505149978319906
DURIt,A0A7S7FNN2,1.505149978319906
FRUpts2,(A0A830Q8B2 and A0A830Q8Q8 and A0A809N0Y2 and A0A7S7JHT8) or (A0A809N4Y6 and A0A7S7FQC0 and A0A809N0Y2 and A0A7S7JHT8),0
GLCt2,A0A809N328,1.505149978319906
GLU_Dt2,A0A7S7FMQ3,1.418533353714822
GLUabc,(A0A809MZE9 and A0A809N8H8 and A0A7S7FQ24) or (A0A809MZE9 and A0A809N288 and A0A7S7FQ24),1.6470851890767135
HISabc,,0
HISt2r,A0A7S7JGP5,1.5677140978769413
MALTTRabc,A0A809MWF3,0
MNabc,A0A809NE47 and A0A809N0U8 and A0A7S7JHI6,0
MTHFR2,A0A7S7FNN4,1.2653511146233
NACt,A0A809N574,1.2885731744290532
PROt2r,A0A7S7JGP5,1.5677140978769413
R02984,A0A7S7FMR8,1.505149978319906
R09952,A0A809MU38,0
T_sym_L_Phenylalanine,A0A809MYY2,1.505149978319906
T_sym_L_Tyrosine,A0A809MYY2,1.505149978319906
TO1000035,A0A809NAY7,1.5943323502184938
TO1000041,A0A7S7FNJ5 or A0A809MYY2 or C7T9S4 or A0A7S7FQP3,1.505149978319906
TO1000051,A0A7S7FNP6,1.505149978319906
TO1000132,A0A7S7FNJ5 or A0A809MYY2 or C7T9S4 or A0A7S7FQP3,1.505149978319906
TO1000161,A0A809N7W9,1.505149978319906
TO1000320,A0A7S7FNJ5 or A0A809MYY2 or C7T9S4 or A0A7S7FQP3,1.505149978319906
TO3000361,A0A7S7FR66,1.4116901011670464
TO3000409,(A0A7S7FPS9 and A0A7S7FNY9 and A0A809NDK7) or (A0A7S7JFD8 and A0A7S7FN44 and A0A809N4B1 and A0A809N2G4 and A0A7S7JFS8),1.505149978319906
TO3001301,(A0A7S7FPS9 and A0A7S7FNY9 and A0A809NDK7) or (A0A7S7JFD8 and A0A7S7FN44 and A0A809N4B1 and A0A809N2G4 and A0A7S7JFS8),1.505149978319906
TO3001304,(A0A7S7FPS9 and A0A7S7FNY9 and A0A809NDK7) or (A0A7S7JFD8 and A0A7S7FN44 and A0A809N4B1 and A0A809N2G4 and A0A7S7JFS8),1.505149978319906
transFum,,0
EX_i3a_e,,0
EX_lac_L_e,,0
L_LACt2r,,0
transI3A,,0
T_sym_Acetate,,0
CHORM,A0A7S7JH05,1.505149978319906
R07606,A0A7S7FLX1 or A0A7S7FLT8,1.4791523329216205
TO1000381,A0A7S7FNJ5 or A0A809MYY2 or C7T9S4 or A0A7S7FQP3,1.505149978319906
TRPt2r,A0A809MYY2,1.505149978319906
2ACLMM,,0
ALASm,,0
AMAOTr,,0
CPLX0-7719,,0
DDPA,,0
DHNPA2r,,0
DHPS2,,0
DNMPPA,,0
DNTPPA,,0
DPCOAPP,A0A7S7JGL0,1.505149978319906
DPR,,0
DXPS,,0
GLUDC,,0
GTPCII2,,0
HPPK2,,0
MCD,,0
PFK_3,,0
PHPYROX,,0
PPBNGS,,0
PPNDH,A0A7S7JH05,1.505149978319906
QUINOPRIBO-TRANS-CPLX,,0
R09083,,0
R10052,,0
R10170,,0
R10865,,0
R11174,,0
UPP3S,,0
